,Unnamed: 0,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
929,401.0,"Odličan, uzbudljiv i nepredvidiv! Gluma na zavidnom nivou... Preporuke!",Positive,None,Positive,None,Positive,None,None
930,402.0,"Hmmm, mislim da je Val Kilmer i više nego solidno odradio posao u Felon-u http://www.imdb.com/title/tt1117385/?ref_=tt_reč_...",None,None,Positive,None,None,None,None
931,403.0,"Meni je film ok, ali samo ok. Iskreno, nisam ni očekivala mnogo od ovog filma. Ono što me najviše razočaralo jeste gluma Mile Kunis, malo je reći da je očajna!",None,None,Negative,None,Neutral,None,None
932,404.0,Pročitavši ovu recenziju odlučio sam da ne gledam film ali..... Prolazeći pokraj bioskopa nisam mogao da prođem a da ne pogledam film. I....? Filmić me oduševio. Posebno deo sa glinenom lutkom. U duhu pravog Disney-evog stila. Uživao sam puna dva sata. Predivna opuštajuća bajka za porodicu!,None,None,None,None,Positive,None,None
933,406.0,meni se ovaj film jako dopao,None,None,None,None,Positive,None,None
934,407.0,Moj omiljeni film. nisam ni primetio da toliko dugo traje.,None,None,None,None,Positive,None,None
935,408.0,"Ovo je po meni prelep film, zašto je ocena 8? koje su njegove mane?",None,None,None,None,Positive,None,None
936,409.0,dosadno dosadno dosadno,None,None,None,None,Negative,None,None
937,411.0,meni je ovo super film,None,None,None,None,Positive,None,None
938,412.0,"Opet sinoć gledali, stvarno tradicija :-D Fensi :-D pitak, cool, zanosni oni, dobra mjuza, i zaista posle doza satisfakcije :-) Hehe, super recenzija :-)",None,None,None,Positive,None,None,None
939,413.0,Bez veze film...,None,None,None,None,Negative,None,None
940,414.0,film je poezija čista. 10ka.,None,None,None,None,Positive,None,None
941,419.0,"Sada sam pogledao film i sve što mogu da kažem je da je zaista maestralan i potresan, priča jednu dirljivu priču i ostavlja mnogo snažan utisak. 10/10",None,None,None,None,Positive,None,None
942,422.0,"Gorane, Oskar za recenziju! :) Svaka čast, sve je na mestu od F do U (Film...... ispratiti u bioskopu) :) Nosi veoma snažnu poruku, svakako je potresan, a gluma je fantastična! Obavezno pogledati!!!",None,None,Positive,None,Positive,None,None
943,425.0,"Argo nije loš, ali je definitivno precenjen! I slažem se da nije zaslužio oskara za najbolji film! Drago mi je zbog Jennifer i Daniel-a.",None,None,None,None,Neutral,None,None
944,429.0,Christoph Waltz za najboljeg sporednog glumca :),None,None,Positive,None,None,None,None
945,433.0,Krugovi su fantastični... Srdan je genije... Aplauz u SC je bio 15 min... Svaka čast!,None,Positive,None,None,Positive,None,None
946,435.0,slažem se i sa ocenom i sa recenzijom fantastičan film voleo bih da se obradi recenzija filma terminal takođe sa Tomom Henksom,None,None,None,None,Positive,None,None
947,436.0,Film nije loš do momenta kada se vrati kući i počne najbljutavija patetika oko susreta sa suprugom. Po meni loš kraj baca senku na ovaj interesantan Robinson Crusoe film.,None,None,None,None,Neutral,None,None
948,437.0,Slažem se u potpunosti. Ovo je apsolutno remek delo i nepravedno potcenjen film. Jedan od retkih koje sam momentalno nabavio za svoju privatnu kolekciju!,None,None,None,None,Positive,None,None
949,439.0,Ocena za ovu glupost je 3! Dobar je samo zbog Nikol!,None,None,Positive,None,Negative,None,None
950,440.0,Dobra recenzija ali ocena ne odgovara istoj. Bar 7 što se mene tiče.,None,None,None,None,Neutral,None,None
951,441.0,"Da ne bih ponavljao komentar mislim veoma slično... Jedino što sam za Mekonahija provalio u prvih 10 minuta filma u razgovoru sa Anitom, mislim da je bilo očigledno o čemu je reč... Nikol je ovde bila odlična, a i Zek za jednu (bivšu) dizni zvezdu... Osrednje.",None,None,Positive,None,Neutral,None,None
952,442.0,"Odličan film, ocena 10!!!",None,None,None,None,Positive,None,None
953,443.0,"Gledao sinoć i baš je potresan film. Slažem se da nedostaje više domaćeg stanovništva ali možda bi u tom slučaju film bio predug, rasplinut... Ovako dobro drži i prati taj jedan fragment celokupne tragedije. Odlični efekti, i uopšte vizuelni kvalitet filma, veoma verno.",None,None,None,None,None,None,Positive
954,444.0,"Ne znam za Vas, ali ja ne pamtim kada sam se ovako isplakao gledajući neki film. Scena kada Lukas sreće ponovo svoja dva mala brata će mi zauvek ostati u sećanju kao jedna od najemotivnijih ikada, a pogledao sam gomilu i gomilu filmova. Odličan film zaista!",None,None,None,None,Positive,None,None
955,445.0,"početak filma i prikaz katastrofe dobro napravljen, gluma solidna, u drugom delu filma reditelj neodlučan gde da usmeri pažnju te privodi film na nivou TV produkcije 6/10",None,None,Positive,None,Neutral,None,None
956,449.0,Fantastično opisano. Čestitke! Mene su pored odraslih glumaca itekako oduševili klinci koji su me zamalo ostavili sa suzom u oku. Oduševio me je njihov talenat. Drago mi je što sam izabrao ovaj film za pogledati na prošlogodišnjoj Cinemaniji.,None,None,Positive,None,None,None,None
957,450.0,sjajan film i potvrda kvaliteta sjajnog danskog glumca Madsa Mikkelsena! U Jagten aka The Hunt je još bolji... preporučujem oba filma!,None,None,Positive,None,Positive,None,None
958,452.0,Apsolutno se slažem sa ocenom.. recenzija je sjajna..,None,None,None,None,None,Positive,None
959,453.0,"I pored ove vaše ""opomene"" ipak bacih sat i po svog života u nepovrat. :)",None,None,None,None,Negative,None,None
960,454.0,"Skoro nikada ne ostavljam komentare na forumima ali sada moram da kažem, svaka čast na recenziji i 3 je puno za ovakvu glupost dao bih -10 da može. Odvratnije nešto skoro da nisam video u životu. Katastrofa",None,None,None,None,Negative,None,None
961,456.0,Најлошији филм који сам погледао у биоскопу!,None,None,None,None,Negative,None,None
962,466.0,Pa gde reče da je gluma Kijanu Rivsa ovde solidna?!! Podjednako je retardiran kao i u svim ostalim ulogama....,None,None,Negative,None,None,None,None
963,467.0,"Uvek ću ga moći gledati ponovo. Sjajan jedino u Stokerovoj izvedbi! Slažem se sa ocenom, iako intramonološki dajem 10.",None,None,None,None,Positive,None,None
964,468.0,Sjajan film! :),None,None,None,None,Positive,None,None
965,471.0,"Odgledao sam ovaj film i slažem se sa recenzentom. Arnolda ne morate voleti, ali ga ipak morate poštovati jer je ovim filmom pokazao da iako je već star, i dalje ima snage i energije na kojoj bi mu mogli da pozavide i mnogo mlađi ljudi.",None,None,Positive,None,None,None,None
966,473.0,fantastičan film,None,None,None,None,Positive,None,None
967,474.0,"Film gledao više puta i uvek me sve više i više oduševljava, ko nije pogledao, topla preporuka.",None,None,None,None,Positive,None,None
968,475.0,Dobar film. Posebno mi se sviđaju uloge. 9/10,None,None,Positive,None,Positive,None,None
969,476.0,"O/D/L/I/Č/A/N!!! :) Veoma zabavan, osećao sam se kao da u luna parku vozim autiće... Od mene sve preporuke!",None,None,None,None,Positive,None,None
970,477.0,"Teško sranje, kao i sve od "" Jackie Brown"" do "" Inglourious Basterds"", mada ni ""Basterds"" ne može da prismrdi ""Jackie Brown"" koji je njegov treći najbolji film posle "" Reservoir Dogs"" na prvom i ""Pulp Fiction"" na drugom mestu. (A opet, prvo i drugo mesto su stvar ukusa.) Toliko.",None,None,None,None,Negative,None,None
971,478.0,Fantastičan film.. pun čudnih priča po običaju za Tarantina.... definitivno bolji deo Grindhouse-a... 9/10,None,None,None,None,Positive,None,None
972,481.0,genijalno,None,None,None,None,Positive,None,None
973,482.0,Odličan film. 9/10 od mene.,None,None,None,None,Positive,None,None
974,484.0,Odličan dokumentarac. Svaka čast.,None,None,None,None,Positive,None,None
975,486.0,"Meni se dopao, uživala sam tih sat i po. Nije sad fantastičan, ali je prilično dobar filmić, mislim da si prilično preterao sa kritikom... :)",None,None,None,None,Positive,None,None
976,488.0,"Svaka čast na opisima filmova, od nedavno je vaš sajt u mom bookmarku. Sve najbolje i hvala na trudu.",None,None,None,None,None,Positive,None
977,492.0,"Iskreno, osim glume Finiksa i Sejmur Hofmana, ovaj film je meni prilično prazan, ako izuzmemo prazninu Finiksovog lika, mada to nije dovoljno. Drame gotovo da nema, kao da je ceo film samo pozadina za odlične dijaloge dva vrhunska glumca.",None,None,Positive,None,Negative,None,None
978,493.0,Pogledao sam film.. čisti shit... Đole je objasnio!!!,None,None,None,None,Negative,None,None
979,494.0,"Svaka čast autoru recenzije za pronalaženje dubljeg značenja i skrivenih poruka, ali po meni ovaj film vredi pogledati isključivo zbog izvrsne glume, a to je za mene ipak premalo da bi izdvojio 2 sata i frtalj svog života.",None,None,Positive,None,None,None,None
980,497.0,Fantastično je što Holivud nije uspeo da upropasti genijalan um jednog fantastičnog umetnika poput Andersona. Film je jedinstven iz svih aspekata. Čista desetka i sa moje strane.,None,None,None,None,Positive,None,None
981,500.0,Upravo pogledao.. slažem se sa ovim gore.. u 2012 nije bilo kvalitetnog animiranog filma.... s tim da Wreck it Ralph odskače za mrvicu od ostatka.. prijatno me nasmejao... 8/10,None,None,None,None,Positive,None,None
982,503.0,Zbunjujući ali opet dosta senzibilan film sa neobjašnjivo dobrim performansom Kerija. On nije glumio Endija on je bio Endi. Sa tim čovekom nešto nije u redu (u pozitivnom smislu).,None,None,Positive,None,None,None,None
983,504.0,"Obnovljeno gradivo. Sam vrh, gluma, režija. Pravo!!!",None,Positive,Positive,None,None,None,None
984,506.0,"da, slažem se... bilo je osnove za bolju dramu!",None,None,None,None,Neutral,Negative,None
985,507.0,"Ja sam se oduševila početkom filma, pad aviona je fantastično prikazan. Posle se nekako sve izgubilo i izmešalo. Ocena na mestu.",None,None,None,None,Neutral,None,None
986,508.0,"Film je neverovatan, prava šok komedija. Meni je legao, gledao sam ga 3 puta u roku od nedelju dana.",None,None,None,None,Positive,None,None
987,509.0,Nešto najgore što sam pogledao u životu! Ovaj film vređa zdrav razum i ispira mozak. :( Nemojte gledati ni da vam neko plati.....,None,None,None,None,Negative,None,None
988,510.0,"film je fantastičan, naravno, ko uspe da ga shvati na pravi način!!",None,None,None,None,Positive,None,None
989,515.0,"Šteta, trejler je obećavao.",None,None,None,None,Negative,None,None
990,516.0,"Realna ocena ovom filmu je 3/10, omanuo si totalno...",None,None,None,None,Negative,None,None
991,517.0,"au, super film... svaka čast onima koji su napravili ovaj film.. president Camacho : samo nažalost, što kaže duško radović ""glupom čoveku ne možeš ništa ni objasniti""..",None,None,None,None,Positive,None,None
992,518.0,"Ovo je remek delo filmske umetnosti, filozofije, psihologije i sociologije. Da nema onoliko dildo fazona trebalo bi ga uvesti u obavezne školske programe da ove nove poluretardirane generacije vide u šta se pretvaraju i malo se zamisle. Zastrašujući tragikomični pandan Orvelovoj 1984.",None,None,None,None,Positive,None,None
993,519.0,"Ocena 5,5 bi ipak bila realnija",None,None,None,None,Neutral,None,None
994,520.0,Film je odličan,None,None,None,None,Positive,None,None
995,522.0,Odličan film koji pomalo podseća na Diktatora.,None,None,None,None,Positive,None,None
996,524.0,"Avatar remek delo, hahaha.. da naravno ima sjajne efekte!",None,None,None,None,None,None,Positive
997,525.0,Potpuno pogubljeno... Ali opet mi se sviđa... Nadam se da će ovaj režiser nastaviti u ovom stilu... u tom slučaju jedva čekam da vidim šta je sledeće...,None,Positive,None,None,None,None,None
998,536.0,Film sam sinoć gledao. Dopao mi se te ga svima preporučujem. Ocena 8.,None,None,None,None,Positive,None,None
999,537.0,Mene je kraj filma poprilično razočarao mislim da je trebao da bude neutralan. Inače film je dosta zanimljiv.,None,None,None,None,Positive,None,None
1000,538.0,Vuče. i ćorava koka zrno ubode (iliti koka bez očiju) :D to se može reći za Gorana :D,None,None,None,None,Positive,None,None
1001,539.0,Slažem se u potpunosti... možda između 7 i 8... ali to je manje bitno... mnogo pametniji film nego što sam očekivao.... mnogo dublji... tako da se izrazim... Evo Gorane da se složimo... :) Hvala na predlogu...,None,None,None,None,Positive,None,None
1002,540.0,Vredelo je potrošiti vreme na film. Baš je jedinstven. Sve se dešava nekako spontano i realno.,None,None,None,None,Positive,None,None
1003,541.0,Konačno i recenzija za ovaj odličan film. 9/10,None,None,None,None,Positive,None,None
1004,547.0,"Za mene jako dosadan, jedina scena koja mi je zanimljiva je sa Bred Pitom u baru i to je to.",None,None,None,None,Negative,None,None
1005,563.0,"po meni najlošiji film u kome Bred Pit glumi.... po običaju iz filma koji je totalna pegla (marke philips) ti si našao ""kvalitetne"" dijaloge i izvukao umetnost iz ovog krša od filma :D",None,None,None,None,Negative,None,None
1006,564.0,"ko je navikao da gleda ""brze"" i napucane filmove, sigurno će da kaže da je film sranje... ovo je spor film sa glumcima o kojima nema svrhe polemisati,.... super projekat i super priča....",Positive,None,Positive,None,Neutral,None,None
1007,565.0,moglo je ovo mnogo bolje...,None,None,None,None,Neutral,None,None
1008,566.0,Иако је глума врхунска (Кристофер Вокен ми је цар) филм ми је баш досадан био.,None,None,Positive,None,Negative,None,None
1009,567.0,Odličan film!!!,None,None,None,None,Positive,None,None
1010,568.0,"ugasio na pola filma, koja rasprodaja talenta, meni je ovaj film gubitak vremena bio...",None,None,None,None,Negative,None,None
1011,571.0,"Ovo mora da se gleda. Potpisujem sve što si napisao o Vokenu. Dovoljno je samo na tren da se pojavi u filmu i ta scena je odmah vrhunska, Petparačke priče su najbolji dokaz za to. Kul - Kulsi - Voken :D",None,None,Positive,None,None,None,None
1012,572.0,"glumačka ekipa, ne mož' bolje :)",None,None,Positive,None,None,None,None
1013,573.0,"Film je odličan, jedino mi se nekako Russel Crow nije nešto svideo. Dajte filmu šansu, iako niste ljubitelj mjuzikla, verujte mi, priča je dirljiva.",None,None,Neutral,None,Positive,None,None
1014,574.0,"Postoji snimljen film 'Jadnici', gde glavnu ulogu tumači Žerar Depardje. Taj film traje 7h. Smatram da su dobro ispratili radnju same knjige. Preporučujem da odgledate.",None,None,None,None,Positive,None,None
1015,575.0,"Nisam fan mjuzikla, niti ovog romana ali moram priznati da me je film blago rečeno ODUVAOOOO!!! Ok, nećemo o ukusima ! Toliko...",None,None,None,None,Positive,None,None
1016,580.0,"Film je dobar. Ne volim mjuzikle, ne volim ni američke adaptacije dela evropskih pisaca (sve adaptacije, recimo, ruskih romana su najblaže rečeno loše), ali ova je dobra.",None,None,None,None,Positive,None,None
1017,588.0,"Šta sve ludi Amerikanci neće pretvoriti u mjuzikl. Tačno je, nisam fan žanra, ali ga ne odbacujem, ovo stvarno ne mogu nikako da svarim! Hvala za recenziju!",None,None,None,None,Negative,None,None
1018,589.0,Филм је много забаван и одличан је да се одгледа у неком друштву.,None,None,None,None,Positive,None,None
