,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
318,"Iako sam poštovalac Al Paćina, imam osećaj da je ovde oskar nezaslužen. Gledajući film imao sam utisak da vrlo često preglumljuje i njegove drame i vikanje Huha mi je dosta smetalo.",None,None,Negative,None,None,None,None
319,"vrlo prosečno, ocena 6",None,None,None,None,Neutral,None,None
320,"Mogao bi da ispraviš ono ""ujak"" u ""stric"", jeste da englezi sve to svode pod ""uncle"" ali kod nas ujak nije isto što i stric i to, s obzirom na rodbinske šeme u filmu utiče na stvaranje slike kod nekoga ko film nije gledao. Inače, dobra kritika odličnog filma!",None,None,None,None,Positive,Positive,None
321,"ma film je za 3, nema veze s vezom",None,None,None,None,Negative,None,None
322,Film je zaista odličan! Svaka preporuka! Zaslužuje više od jednog gledanja,None,None,None,None,Positive,None,None
324,"Dobar, ali mi je nekako ""neodređen"". Kao da se režiser dvoumio između svog klasičnog načina rada (u Koreji) i želje da se svidi zapadnoj publici, pa je našao neko međurešenje, koje je dobro, ali ne u rangu njegovog ranijeg rada. Slažem se sa prethodnikom, dosta lepih kadrova i muzike. 7/10",None,Neutral,None,Positive,Positive,None,None
327,Odličan film.. Zanima me šta bi od Gorana dobio..?,None,None,None,None,Positive,None,None
328,Ovo je jedan naprosto fantastičan film!,None,None,None,None,Positive,None,None
329,sjajan film,None,None,None,None,Positive,None,None
330,Slažem se... samo bih ja dao 8+...,None,None,None,None,Positive,Positive,None
333,Prava filmska priča. Malo mi je neverovatno da je španska policija ostavila mladića samog u kancelariji celo popodne kada je krenuo da zove američku policiju. Kasnije dobija i faks sa podacima. Da je igrani film pomislio bih da je to nerealno.,Positive,None,None,None,None,None,None
334,potpuno se slažem sa tvojom konstatacijom da je ovo jedan od najboljih krouovih filmova a i sa tvojom ocenom celokupnog filma kojeg bih svima preporučio da odgledaju.,None,None,Positive,None,Positive,Positive,None
335,"Prilično dobra recenzija, samo kad sam video posprdavanje sa srbima više mi njihove fore nisu bile toliko smešne",None,None,None,None,None,Positive,None
336,"Odličan film, baš sam uživao gledajući ga i ne kapiram otkud mu loše kritike.",None,None,None,None,Positive,None,None
341,Odličan film,None,None,None,None,Positive,None,None
344,filmčina! greh je ako Mads ne dobije Oskara.,None,None,Positive,None,Positive,None,None
345,Perfektno!,None,None,None,None,Positive,None,None
346,"Izvanredan film! Pored svega napomenutog u recenziji, ono što je na mene ostavilo jako snažan utisak je to ""poigravanje"" sa gledaocem, neke scene koje nagoveštavaju sasvim nešto drugo, a upravo ti nagoveštaji prave još jače emocije dok gledate film. Odličan, odličan, čista desetka. :)",None,None,None,None,Positive,None,None
348,Potpuno sam oduševljen!!!!!!!! Čista desetka!!! Mads Mikelsen je fantastičan!!! Sve preporuke!,None,None,Positive,None,Positive,None,None
349,"odličan film, hvala na preporuci",None,None,None,None,Positive,None,None
355,Brutalan film. Fantastičan!,None,None,None,None,Positive,None,None
356,"Bravo za recenziju, ocena na mestu.",None,None,None,None,None,Positive,None
358,"Uf ja sam ovaj film dugo držao u nekih top 10 mojih omiljenih filmova, ili bar nekih top 5 Pitovih, možda je mogla bolja ocena bar 7. I sada volim da pogledam ovaj film mada mi sada bude dosadan, jbg. odraslo se.",None,None,None,None,Positive,None,None
360,Slažem se sa prethodnim komentarom da je 6 ipak preniska ocena za ovaj film. Slažem se sa većinom vaših recenzija i nikad ne ostavljam komentar ali sad sam morao. Ja bih mu dao makar 8 :),None,None,None,None,Positive,None,None
361,Mislim da je 6 preniska ocena za ovaj sjajan film!!!,None,None,None,None,Positive,None,None
362,"Pohvale za recenziju. Jako temeljno i dubinski urađen dokumentarac... Mada je meni Marinin performans oko kojeg se centrira ovaj dokumentarac zastrašujuć i genijalan istovremeno, vrlo je jasna poruka koju želi da pošalje...",None,None,None,None,Positive,Positive,None
364,super je film imam specifičan ukus što se tiče filmova a ovaj mogu da gledam dobro odrađena priča,Positive,None,None,None,Positive,None,None
365,"Odličan film! Inače, jedan od retkih gde mi se svidela Kirina gluma. :D",None,None,Positive,None,Positive,None,None
370,"Film je težak ali i veoma lep. Dramatično prikazana surovost na najvišim nivoima engleskog društva. Da li je danas drugačije, setimo se Dajane? Sadržaj neobičan, odlična gluma. Dva puta sam ga gledala.",None,None,Positive,None,Positive,None,None
371,"Baš je odličan film, a Franko i ove 4 su zaista bili na visini zadatka, što se glume tiče.. obavezno pogledati... (ako niste zadrti hejter Kids i Klipa, onda ne...)",None,None,Positive,None,Positive,None,None
375,"Ови људи баш знају да направе филм, препорука. 9/10.",None,None,None,None,Positive,None,None
376,"posle 1. odgledanog filma preporučenog sa vašeg sajta ''the hunt'' (koji me je oduševio), isprobao sam vaše preporuke i sa ovim filmom. film me uopšte nije zadovoljio, ne drži pažnju i nema radnju. zanima me po kojim kriterijumima je ovo remek delo, što se mene tiče film je čist promašaj",None,None,None,None,Negative,None,None
377,"Bože, ovo je retko glup film!! Sad ugledah recenziju i ne odoleh da ne pljucnem po smeću. Gledala sam ga davno, ali mi je do dan danas ostao u glavi; definitivno, intenzivan utisak!! Kakav je idiotizam upakovan u formu filma. Žali bože i minute utucane u ovo. Ovo je besmisleno i komentarisati!!!",None,None,None,None,Negative,None,None
378,meni je ovo super film,None,None,None,None,Positive,None,None
383,Svaka čast na recenziji! Mogao si još da pomeneš odličnu muziku Leonarda Koena...,None,None,None,Positive,None,Positive,None
384,opasan film,None,None,None,None,Positive,None,None
385,"Iskreno, priča je veoma zanimljiva ali Del Toro jednostavno uvek mora da zabrlja. Izuzetno jeftini trikovi i efekti čine da celokupan utisak ne bude tako dobar. Moja ocena: 2 / 10.",Positive,Negative,None,None,Negative,None,Negative
386,"meni se svideo film, kraj je najviše..",None,None,None,None,Positive,None,None
387,Za ljubitelje horora ovo je jedno veoma veliko razočarenje. Ljudi koji ne prate i ne gledaju filmove ovog žanra mogu biti zadovoljni.,None,None,None,None,Negative,None,None
388,"Po meni dobar horor s obzirom kakvih danas sve ima, jer smatram da je ovaj žanr upao u krizu. Početak dobar, međutim idući ka kraju postaje sve gore, kraj potpuno predvidiv. Gluma devojčica za svaku pohvalu.",None,None,Positive,None,Neutral,None,None
389,"Vizuelno je dobar, ali je dosadan, naporan, spor. I na kraju se zapravo ništa i ne desi. Ljubitelj sam naučne fantastike ali me je ovaj film razočarao.",None,None,None,None,Negative,None,Positive
390,Film je legendaran. I definitivno izgleda bolje nego mnogi danas.,None,None,None,None,Positive,None,None
391,"Jedan od najprecenjenijih i najizvikanijih filmova. Predug, dosadan i sa antiklimaksom na kraju. Volim pojedine Spilbergove radove, ali ovaj definitivno ne zaslužuje tolike hvalospeve.",None,Neutral,None,None,Negative,None,None
393,"Hit Ledžer je trebao osvojiti oskara za ""Brokeback Mountain"". Bolji nego Hofman.",None,None,Positive,None,None,None,None
394,"Neću čitati recenziju, dovoljno mi je što sam video da je ocena 10/10 :) Film sam gledao poodavno i svakome bih preporučio ovaj film da odgleda !",None,None,None,None,Positive,None,None
395,"Odlično napisana recenzija. Vidi se napredak u pisanju. Hoćemo još ovakvih! :) p.s. (nisam odgledao film, ali posle ove recenzije, obavezno.)",None,None,None,None,None,Positive,None
396,Sjajan film kao i recenzija! Velike zasluge neverovatnom Hoffmanu! 10-ka na mestu!,None,None,Positive,None,Positive,Positive,None
397,"Мислим да сте преценили филм. Све што се дешава је већ виђено и главни обрт је баш предвидљив. Иако је сасвим добро реализован, филм је баш просечан хорор.",None,None,None,None,Neutral,None,None
398,"Odličan je, prvi put ga pogledao i čuo za njega kada je spomenuo Tarantino i preporučio za gledanje. Po meni odličan način pravljenja horora, sa dobrim elementima humora, za razliku od današnjih horora koji se uglavnom svode na čisto ""kasapljenje"" bez dobrih psiho elemenata. Raimijev podsetnik na staru školu :)",None,None,None,None,Positive,None,None
399,"Kvalitetan film, slažem se sa ocenom. Psihološki triler u najboljem smislu te reči, obavezno treba pogledati film. A i glumačka ekipa nije mogla biti bolja!",None,None,Positive,None,Positive,None,None
401,"Odličan, uzbudljiv i nepredvidiv! Gluma na zavidnom nivou... Preporuke!",Positive,None,Positive,None,Positive,None,None
402,"Hmmm, mislim da je Val Kilmer i više nego solidno odradio posao u Felon-u http://www.imdb.com/title/tt1117385/?ref_=tt_reč_...",None,None,Positive,None,None,None,None
403,"Meni je film ok, ali samo ok. Iskreno, nisam ni očekivala mnogo od ovog filma. Ono što me najviše razočaralo jeste gluma Mile Kunis, malo je reći da je očajna!",None,None,Negative,None,Neutral,None,None
404,Pročitavši ovu recenziju odlučio sam da ne gledam film ali..... Prolazeći pokraj bioskopa nisam mogao da prođem a da ne pogledam film. I....? Filmić me oduševio. Posebno deo sa glinenom lutkom. U duhu pravog Disney-evog stila. Uživao sam puna dva sata. Predivna opuštajuća bajka za porodicu!,None,None,None,None,Positive,None,None
406,meni se ovaj film jako dopao,None,None,None,None,Positive,None,None
407,Moj omiljeni film. nisam ni primetio da toliko dugo traje.,None,None,None,None,Positive,None,None
408,"Ovo je po meni prelep film, zašto je ocena 8? koje su njegove mane?",None,None,None,None,Positive,None,None
409,dosadno dosadno dosadno,None,None,None,None,Negative,None,None
411,meni je ovo super film,None,None,None,None,Positive,None,None
412,"Opet sinoć gledali, stvarno tradicija :-D Fensi :-D pitak, cool, zanosni oni, dobra mjuza, i zaista posle doza satisfakcije :-) Hehe, super recenzija :-)",None,None,None,Positive,None,None,None
413,Bez veze film...,None,None,None,None,Negative,None,None
414,film je poezija čista. 10ka.,None,None,None,None,Positive,None,None
419,"Sada sam pogledao film i sve što mogu da kažem je da je zaista maestralan i potresan, priča jednu dirljivu priču i ostavlja mnogo snažan utisak. 10/10",None,None,None,None,Positive,None,None
422,"Gorane, Oskar za recenziju! :) Svaka čast, sve je na mestu od F do U (Film...... ispratiti u bioskopu) :) Nosi veoma snažnu poruku, svakako je potresan, a gluma je fantastična! Obavezno pogledati!!!",None,None,Positive,None,Positive,None,None
425,"Argo nije loš, ali je definitivno precenjen! I slažem se da nije zaslužio oskara za najbolji film! Drago mi je zbog Jennifer i Daniel-a.",None,None,None,None,Neutral,None,None
429,Christoph Waltz za najboljeg sporednog glumca :),None,None,Positive,None,None,None,None
433,Krugovi su fantastični... Srdan je genije... Aplauz u SC je bio 15 min... Svaka čast!,None,Positive,None,None,Positive,None,None
435,slažem se i sa ocenom i sa recenzijom fantastičan film voleo bih da se obradi recenzija filma terminal takođe sa Tomom Henksom,None,None,None,None,Positive,None,None
436,Film nije loš do momenta kada se vrati kući i počne najbljutavija patetika oko susreta sa suprugom. Po meni loš kraj baca senku na ovaj interesantan Robinson Crusoe film.,None,None,None,None,Neutral,None,None
437,Slažem se u potpunosti. Ovo je apsolutno remek delo i nepravedno potcenjen film. Jedan od retkih koje sam momentalno nabavio za svoju privatnu kolekciju!,None,None,None,None,Positive,None,None
439,Ocena za ovu glupost je 3! Dobar je samo zbog Nikol!,None,None,Positive,None,Negative,None,None
440,Dobra recenzija ali ocena ne odgovara istoj. Bar 7 što se mene tiče.,None,None,None,None,Neutral,None,None
441,"Da ne bih ponavljao komentar mislim veoma slično... Jedino što sam za Mekonahija provalio u prvih 10 minuta filma u razgovoru sa Anitom, mislim da je bilo očigledno o čemu je reč... Nikol je ovde bila odlična, a i Zek za jednu (bivšu) dizni zvezdu... Osrednje.",None,None,Positive,None,Neutral,None,None
442,"Odličan film, ocena 10!!!",None,None,None,None,Positive,None,None
443,"Gledao sinoć i baš je potresan film. Slažem se da nedostaje više domaćeg stanovništva ali možda bi u tom slučaju film bio predug, rasplinut... Ovako dobro drži i prati taj jedan fragment celokupne tragedije. Odlični efekti, i uopšte vizuelni kvalitet filma, veoma verno.",None,None,None,None,None,None,Positive
444,"Ne znam za Vas, ali ja ne pamtim kada sam se ovako isplakao gledajući neki film. Scena kada Lukas sreće ponovo svoja dva mala brata će mi zauvek ostati u sećanju kao jedna od najemotivnijih ikada, a pogledao sam gomilu i gomilu filmova. Odličan film zaista!",None,None,None,None,Positive,None,None
445,"početak filma i prikaz katastrofe dobro napravljen, gluma solidna, u drugom delu filma reditelj neodlučan gde da usmeri pažnju te privodi film na nivou TV produkcije 6/10",None,None,Positive,None,Neutral,None,None
449,Fantastično opisano. Čestitke! Mene su pored odraslih glumaca itekako oduševili klinci koji su me zamalo ostavili sa suzom u oku. Oduševio me je njihov talenat. Drago mi je što sam izabrao ovaj film za pogledati na prošlogodišnjoj Cinemaniji.,None,None,Positive,None,None,None,None
450,sjajan film i potvrda kvaliteta sjajnog danskog glumca Madsa Mikkelsena! U Jagten aka The Hunt je još bolji... preporučujem oba filma!,None,None,Positive,None,Positive,None,None
452,Apsolutno se slažem sa ocenom.. recenzija je sjajna..,None,None,None,None,None,Positive,None
453,"I pored ove vaše ""opomene"" ipak bacih sat i po svog života u nepovrat. :)",None,None,None,None,Negative,None,None
454,"Skoro nikada ne ostavljam komentare na forumima ali sada moram da kažem, svaka čast na recenziji i 3 je puno za ovakvu glupost dao bih -10 da može. Odvratnije nešto skoro da nisam video u životu. Katastrofa",None,None,None,None,Negative,None,None
456,Најлошији филм који сам погледао у биоскопу!,None,None,None,None,Negative,None,None
466,Pa gde reče da je gluma Kijanu Rivsa ovde solidna?!! Podjednako je retardiran kao i u svim ostalim ulogama....,None,None,Negative,None,None,None,None
467,"Uvek ću ga moći gledati ponovo. Sjajan jedino u Stokerovoj izvedbi! Slažem se sa ocenom, iako intramonološki dajem 10.",None,None,None,None,Positive,None,None
468,Sjajan film! :),None,None,None,None,Positive,None,None
471,"Odgledao sam ovaj film i slažem se sa recenzentom. Arnolda ne morate voleti, ali ga ipak morate poštovati jer je ovim filmom pokazao da iako je već star, i dalje ima snage i energije na kojoj bi mu mogli da pozavide i mnogo mlađi ljudi.",None,None,Positive,None,None,None,None
